Country,Sport,WeightedGold,WeightedSilver,WeightedBronze,TotalAthletes,AppearanceYears,LastParticipation,MedalImpact,ParticipationImpact,RecencyImpact,NormMedal,NormParticipation,NormRecency,WeightMedal,WeightParticipation,WeightRecency,ImpactScore
AFG,Rhythmic Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Roque,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Rowing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Rugby,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Rugby Sevens,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Sailing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Skateboarding,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Sport Climbing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Surfing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Synchronized Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Table Tennis,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Tennis,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Trampoline Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Trampolining,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Triathlon,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Tug-Of-War,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Volleyball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Water Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AFG,Weightlifting,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Athletics,0.0,0.0,0.0,14.0,7,2008.0,0.0,2.7080503,0.2,-0.193143334709392,1.4039911595936763,-0.4491727147551792,0.7,0.25,0.05,0.19333881986408571
AHO,Football,0.0,0.0,0.0,11.0,1,1952.0,0.0,2.4849067,0.2,-0.193143334709392,1.2478341046797627,-0.4491727147551792,0.5,0.25,0.05,0.19292822307748572
AHO,Swimming,0.0,0.0,0.0,11.0,5,2008.0,0.0,2.4849067,0.2,-0.193143334709392,1.2478341046797627,-0.4491727147551792,0.7,0.25,0.05,0.15429955613560734
AHO,Weightlifting,0.0,0.0,0.0,11.0,4,1972.0,0.0,2.4849067,0.2,-0.193143334709392,1.2478341046797627,-0.4491727147551792,0.7,0.25,0.05,0.15429955613560734
AHO,Sailing,0.0,0.8,0.0,6.0,4,2000.0,1.6,1.9459101,0.2,-0.15163932401177913,0.8706414512837515,-0.4491727147551792,0.7,0.25,0.05,0.08905420027493352
AHO,Shooting,0.0,0.0,0.0,7.0,6,2008.0,0.0,2.0794415,0.2,-0.193143334709392,0.9640874665724882,-0.4491727147551792,0.7,0.25,0.05,0.0833628966087887
AHO,Fencing,0.0,0.0,0.0,4.0,2,1968.0,0.0,1.609438,0.2,-0.193143334709392,0.6351764598755437,-0.4491727147551792,0.5,0.25,0.05,0.03976381187643097
AHO,Synchronized Swimming,0.0,0.0,0.0,4.0,1,1984.0,0.0,1.609438,0.2,-0.193143334709392,0.6351764598755437,-0.4491727147551792,0.5,0.25,0.05,0.03976381187643097
AHO,Judo,0.0,0.0,0.0,3.0,2,1996.0,0.0,1.3862944,0.2,-0.193143334709392,0.47901940496163004,-0.4491727147551792,0.5,0.25,0.05,0.0007245481479525515
AHO,Equestrianism,0.0,0.0,0.0,2.0,2,2004.0,0.0,1.0986123,0.2,-0.193143334709392,0.2776979814580465,-0.4491727147551792,0.5,0.25,0.05,-0.04960580772794334
AHO,Triathlon,0.0,0.0,0.0,1.0,1,2000.0,0.0,0.6931472,0.2,-0.193143334709392,-0.006048656649228138,-0.4491727147551792,0.5,0.25,0.05,-0.120542467254762
AHO,3X3 Basketball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Aeronautics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Alpinism,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Archery,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Art Competitions,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Artistic Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Artistic Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Badminton,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Baseball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Baseball/Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Basketball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Basque Pelota,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Beach Volleyball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Boxing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Breaking,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Canoe Slalom,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Canoe Sprint,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Canoeing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Cricket,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Croquet,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Cycling,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Cycling Bmx Freestyle,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Cycling Bmx Racing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Cycling Mountain Bike,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Cycling Road,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Cycling Track,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Diving,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Equestrian,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Figure Skating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Golf,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Handball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Ice Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Jeu De Paume,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Karate,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Lacrosse,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Marathon Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Modern Pentathlon,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Motorboating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Racquets,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Rhythmic Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Roque,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Rowing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Rugby,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Rugby Sevens,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Skateboarding,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Sport Climbing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Surfing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Table Tennis,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Taekwondo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Tennis,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Trampoline Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Trampolining,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Tug-Of-War,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Volleyball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Water Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AHO,Wrestling,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Tennis,0.0,1.2,0.0,13.0,1,2024.0,2.4,2.6390574,1.0,-0.13088731866297273,1.3557095963179004,2.3455302092940844,0.5,0.25,0.05,0.39076025021269295
AIN,Cycling Road,0.0,0.0,0.0,7.0,1,2024.0,0.0,2.0794415,1.0,-0.193143334709392,0.9640874665724882,2.3455302092940844,0.5,0.25,0.05,0.2617267097531303
AIN,Swimming,0.0,0.0,0.0,7.0,1,2024.0,0.0,2.0794415,1.0,-0.193143334709392,0.9640874665724882,2.3455302092940844,0.5,0.25,0.05,0.2617267097531303
AIN,Canoe Sprint,0.0,0.0,0.0,6.0,1,2024.0,0.0,1.9459101,1.0,-0.193143334709392,0.8706414512837515,2.3455302092940844,0.5,0.25,0.05,0.2383652059309461
AIN,Trampoline Gymnastics,1.2,1.2,0.0,3.0,1,2024.0,6.0,1.3862944,1.0,-0.037503294593343804,0.47901940496163004,2.3455302092940844,0.5,0.25,0.05,0.21827971440843982
AIN,Rowing,0.0,1.2,0.0,2.0,1,2024.0,2.4,1.0986123,1.0,-0.13088731866297273,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.12125734649772947
AIN,Weightlifting,0.0,0.0,1.2,2.0,1,2024.0,1.2,1.0986123,1.0,-0.16201532668618235,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.10569334248612466
AIN,Shooting,0.0,0.0,0.0,2.0,1,2024.0,0.0,1.0986123,1.0,-0.193143334709392,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.09012933847451984
AIN,Wrestling,0.0,0.0,0.0,2.0,1,2024.0,0.0,1.0986123,1.0,-0.193143334709392,0.2776979814580465,2.3455302092940844,0.5,0.25,0.05,0.09012933847451984
AIN,Taekwondo,0.0,0.0,0.0,1.0,1,2024.0,0.0,0.6931472,1.0,-0.193143334709392,-0.006048656649228138,2.3455302092940844,0.5,0.25,0.05,0.019192678947701186
AIN,3X3 Basketball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Aeronautics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Alpinism,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Archery,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Art Competitions,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Artistic Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Artistic Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Athletics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Badminton,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Baseball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Baseball/Softball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Basketball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Basque Pelota,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Beach Volleyball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Boxing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Breaking,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Canoe Slalom,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Canoeing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Cricket,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Croquet,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Cycling,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Cycling Bmx Freestyle,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Cycling Bmx Racing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Cycling Mountain Bike,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Cycling Track,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Diving,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Equestrian,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Equestrianism,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Fencing,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Figure Skating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Football,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Golf,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Handball,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Ice Hockey,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Jeu De Paume,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Judo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Karate,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Lacrosse,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Marathon Swimming,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Modern Pentathlon,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Motorboating,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Polo,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Racquets,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Rhythmic Gymnastics,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
AIN,Roque,,,,0.0,0,,,0.0,0.2,,-0.4911167182600863,-0.4491727147551792,0.5,0.25,0.05,
