ASA,2004,0,0,0,0,3,5,301,3,0
ASA,2008,0,0,0,0,4,6,302,5,0
ASA,2012,0,0,0,0,4,7,302,3,0
ASA,2016,0,0,0,0,4,8,306,5,0
ASA,2020,0,0,0,0,6,9,339,34,0
ASA,2024,0,0,0,0,2,10,329,6,0
AUS,1896,2,0,1,3,5,1,43,43,1
AUS,1900,3,0,3,6,6,2,97,65,0
AUS,1904,0,3,1,4,6,3,95,36,0
AUS,1906,0,0,3,3,10,4,76,27,0
AUS,1920,0,2,1,3,25,5,156,58,0
AUS,1924,3,1,2,6,56,6,126,12,0
AUS,1928,1,2,1,4,29,7,109,2,0
AUS,1932,3,1,1,5,20,8,117,9,0
AUS,1936,0,0,1,1,39,9,129,14,0
AUS,1948,2,6,5,13,100,10,136,9,0
AUS,1952,6,2,3,11,131,11,149,13,0
AUS,1956,13,8,14,35,380,12,151,2,0
AUS,1960,8,8,6,22,256,13,150,4,0
AUS,1964,6,2,10,18,366,14,163,13,0
AUS,1968,5,7,5,17,190,15,172,13,0
AUS,1972,8,7,2,17,263,16,195,23,0
AUS,1976,0,1,4,5,256,17,198,13,0
AUS,1980,2,2,5,9,186,18,203,5,0
AUS,1984,4,8,12,24,309,19,221,18,0
AUS,1988,3,6,5,14,318,20,237,17,0
AUS,1992,7,9,11,27,360,21,257,20,0
AUS,1996,9,9,23,41,459,22,271,16,0
AUS,2000,16,25,17,58,663,23,300,33,0
AUS,2004,17,16,17,50,494,24,301,3,0
AUS,2008,14,15,17,46,467,25,302,5,0
AUS,2012,7,16,12,35,435,26,302,3,0
AUS,2016,8,11,10,29,465,27,306,5,0
AUS,2020,17,7,22,46,553,28,339,34,0
AUS,2024,18,18,16,52,580,29,329,6,0
AUT,1896,2,1,2,5,8,1,43,43,1
AUT,1900,0,3,3,6,26,2,97,65,0
AUT,1904,2,1,1,4,7,3,95,36,0
AUT,1906,3,3,3,9,100,4,76,27,0
AUT,1908,0,0,1,1,13,5,110,44,0
AUT,1912,0,2,2,4,122,6,102,26,0
AUT,1924,0,3,1,4,56,7,126,12,0
AUT,1928,3,0,1,4,112,8,109,2,0
AUT,1932,1,1,3,5,33,9,117,9,0
AUT,1936,5,7,5,17,325,10,129,14,0
AUT,1948,2,2,4,8,239,11,136,9,0
AUT,1952,0,1,1,2,237,12,149,13,0
AUT,1956,0,0,2,2,55,13,151,2,0
AUT,1960,1,1,0,2,197,14,150,4,0
AUT,1964,0,0,0,0,82,15,163,13,0
AUT,1968,0,2,2,4,58,16,172,13,0
AUT,1972,0,1,2,3,143,17,195,23,0
AUT,1976,0,0,1,1,73,18,198,13,0
AUT,1980,1,2,1,4,91,19,203,5,0
AUT,1984,1,1,1,3,130,20,221,18,0
AUT,1988,1,0,0,1,96,21,237,17,0
AUT,1992,0,2,0,2,123,22,257,20,0
AUT,1996,0,1,2,3,92,23,271,16,0
AUT,2000,2,1,0,3,113,24,300,33,0
AUT,2004,2,4,1,7,91,25,301,3,0
AUT,2008,0,1,2,3,93,26,302,5,0
AUT,2012,0,0,0,0,90,27,302,3,0
AUT,2016,0,0,1,1,84,28,306,5,0
AUT,2020,1,1,5,7,103,29,339,34,0
AUT,2024,2,0,3,5,120,30,329,6,0
AZE,1996,0,1,0,1,24,1,271,16,1
AZE,2000,2,0,1,3,32,2,300,33,0
AZE,2004,1,0,4,5,37,3,301,3,0
AZE,2008,1,2,4,7,44,4,302,5,0
AZE,2012,2,2,6,10,59,5,302,3,0
AZE,2016,1,7,10,18,69,6,306,5,0
AZE,2020,0,3,4,7,55,7,339,34,0
AZE,2024,2,2,3,7,49,8,329,6,0
BAH,1952,0,0,0,0,7,1,149,13,0
BAH,1956,0,0,1,1,4,2,151,2,1
BAH,1960,0,0,0,0,14,3,150,4,0
BAH,1964,1,0,0,1,11,4,163,13,0
BAH,1968,0,0,0,0,22,5,172,13,0
BAH,1972,0,0,0,0,25,6,195,23,0
BAH,1976,0,0,0,0,19,7,198,13,0
BAH,1984,0,0,0,0,31,8,221,18,0
BAH,1988,0,0,0,0,18,9,237,17,0
BAH,1992,0,0,1,1,18,10,257,20,0
BAH,1996,0,1,0,1,32,11,271,16,0
BAH,2000,2,0,1,3,31,12,300,33,0
BAH,2004,1,0,1,2,28,13,301,3,0
BAH,2008,0,1,1,2,28,14,302,5,0
BAH,2012,1,0,0,1,26,15,302,3,0
BAH,2016,1,0,1,2,34,16,306,5,0
BAH,2020,2,0,0,2,22,17,339,34,0
BAH,2024,0,0,0,0,21,18,329,6,0
BAN,1984,0,0,0,0,2,1,221,18,0
BAN,1988,0,0,0,0,11,2,237,17,0
BAN,1992,0,0,0,0,9,3,257,20,0
BAN,1996,0,0,0,0,4,4,271,16,0
BAN,2000,0,0,0,0,6,5,300,33,0
BAN,2004,0,0,0,0,4,6,301,3,0
BAN,2008,0,0,0,0,5,7,302,5,0
BAN,2012,0,0,0,0,7,8,302,3,0
BAN,2016,0,0,0,0,7,9,306,5,0
BAN,2020,0,0,0,0,8,10,339,34,0
BAN,2024,0,0,0,0,5,11,329,6,0
BAR,1968,0,0,0,0,13,1,172,13,0
BAR,1972,0,0,0,0,20,2,195,23,0
BAR,1976,0,0,0,0,17,3,198,13,0
BAR,1984,0,0,0,0,25,4,221,18,0
BAR,1988,0,0,0,0,26,5,237,17,0
BAR,1992,0,0,0,0,22,6,257,20,0
BAR,1996,0,0,0,0,22,7,271,16,0
BAR,2000,0,0,1,1,28,8,300,33,1
BAR,2004,0,0,0,0,15,9,301,3,0
BAR,2008,0,0,0,0,10,10,302,5,0
BAR,2012,0,0,0,0,8,11,302,3,0
BAR,2016,0,0,0,0,13,12,306,5,0
BAR,2020,0,0,0,0,9,13,339,34,0
BAR,2024,0,0,0,0,4,14,329,6,0
BDI,1996,1,0,0,1,7,1,271,16,1
BDI,2000,0,0,0,0,6,2,300,33,0
BDI,2004,0,0,0,0,7,3,301,3,0
BDI,2008,0,0,0,0,3,4,302,5,0
BDI,2012,0,0,0,0,6,5,302,3,0
BDI,2016,0,1,0,1,10,6,306,5,0
BDI,2020,0,0,0,0,7,7,339,34,0
BDI,2024,0,0,0,0,8,8,329,6,0
BEL,1900,6,7,5,18,75,1,97,65,1
BEL,1906,2,2,3,7,27,2,76,27,0
BEL,1908,1,5,2,8,74,3,110,44,0
BEL,1912,2,1,3,6,59,4,102,26,0
BEL,1920,16,12,14,42,372,5,156,58,0
BEL,1924,3,7,3,13,208,6,126,12,0
BEL,1928,0,1,2,3,258,7,109,2,0
BEL,1932,0,0,1,1,69,8,117,9,0
BEL,1936,0,0,3,3,194,9,129,14,0
BEL,1948,2,2,3,7,174,10,136,9,0
BEL,1952,2,2,0,4,180,11,149,13,0
BEL,1956,0,2,0,2,82,12,151,2,0
BEL,1960,0,2,2,4,150,13,150,4,0
BEL,1964,2,0,1,3,74,14,163,13,0
BEL,1968,0,1,1,2,105,15,172,13,0
BEL,1972,0,2,0,2,106,16,195,23,0
BEL,1976,0,3,3,6,146,17,198,13,0
BEL,1980,1,0,0,1,84,18,203,5,0
BEL,1984,1,1,2,4,85,19,221,18,0
BEL,1988,0,0,2,2,85,20,237,17,0
BEL,1992,0,1,2,3,103,21,257,20,0
BEL,1996,2,2,2,6,81,22,271,16,0
BEL,2000,0,2,3,5,92,23,300,33,0
BEL,2004,1,0,2,3,70,24,301,3,0
BEL,2008,1,1,0,2,109,25,302,5,0
BEL,2012,0,1,2,3,142,26,302,3,0
BEL,2016,2,2,2,6,123,27,306,5,0
BEL,2020,3,1,3,7,165,28,339,34,0
BEL,2024,3,1,5,9,240,29,329,6,0
BEN,1972,0,0,0,0,3,1,195,23,0
BEN,1980,0,0,0,0,17,2,203,5,0
BEN,1984,0,0,0,0,3,3,221,18,0
BEN,1988,0,0,0,0,10,4,237,17,0
BEN,1992,0,0,0,0,7,5,257,20,0
BEN,1996,0,0,0,0,7,6,271,16,0
BEN,2000,0,0,0,0,4,7,300,33,0
BEN,2004,0,0,0,0,4,8,301,3,0
BEN,2008,0,0,0,0,5,9,302,5,0
BEN,2012,0,0,0,0,5,10,302,3,0
BEN,2016,0,0,0,0,6,11,306,5,0
BEN,2020,0,0,0,0,7,12,339,34,0
BEN,2024,0,0,0,0,5,13,329,6,0
BER,1936,0,0,0,0,9,1,129,14,0
BER,1948,0,0,0,0,28,2,136,9,0
BER,1952,0,0,0,0,12,3,149,13,0
BER,1956,0,0,0,0,3,4,151,2,0
BER,1960,0,0,0,0,9,5,150,4,0
BER,1964,0,0,0,0,4,6,163,13,0
BER,1968,0,0,0,0,6,7,172,13,0
BER,1972,0,0,0,0,9,8,195,23,0
BER,1976,0,0,1,1,20,9,198,13,1
BER,1984,0,0,0,0,13,10,221,18,0
BER,1988,0,0,0,0,14,11,237,17,0
BER,1992,0,0,0,0,29,12,257,20,0
BER,1996,0,0,0,0,10,13,271,16,0
BER,2000,0,0,0,0,7,14,300,33,0
BER,2004,0,0,0,0,10,15,301,3,0
BER,2008,0,0,0,0,6,16,302,5,0
BER,2012,0,0,0,0,8,17,302,3,0
BER,2016,0,0,0,0,8,18,306,5,0
BER,2020,1,0,0,1,2,19,339,34,0
BER,2024,0,0,0,0,8,20,329,6,0
BHU,1984,0,0,0,0,6,1,221,18,0
BHU,1988,0,0,0,0,6,2,237,17,0
BHU,1992,0,0,0,0,12,3,257,20,0
BHU,1996,0,0,0,0,2,4,271,16,0
BHU,2000,0,0,0,0,2,5,300,33,0
BHU,2004,0,0,0,0,2,6,301,3,0
BHU,2008,0,0,0,0,2,7,302,5,0
BHU,2012,0,0,0,0,2,8,302,3,0
BHU,2016,0,0,0,0,2,9,306,5,0
BHU,2020,0,0,0,0,4,10,339,34,0
BHU,2024,0,0,0,0,3,11,329,6,0
BIH,1992,0,0,0,0,13,1,257,20,0
BIH,1996,0,0,0,0,12,2,271,16,0
BIH,2000,0,0,0,0,11,3,300,33,0
BIH,2004,0,0,0,0,11,4,301,3,0
BIH,2008,0,0,0,0,7,5,302,5,0
BIH,2012,0,0,0,0,8,6,302,3,0
BIH,2016,0,0,0,0,11,7,306,5,0
BIH,2020,0,0,0,0,8,8,339,34,0
BIH,2024,0,0,0,0,6,9,329,6,0
BIZ,1968,0,0,0,0,7,1,172,13,0
BIZ,1972,0,0,0,0,2,2,195,23,0
BIZ,1976,0,0,0,0,4,3,198,13,0
BIZ,1984,0,0,0,0,13,4,221,18,0
BIZ,1988,0,0,0,0,13,5,237,17,0
BIZ,1992,0,0,0,0,18,6,257,20,0
BIZ,1996,0,0,0,0,5,7,271,16,0
BIZ,2000,0,0,0,0,2,8,300,33,0
BIZ,2004,0,0,0,0,2,9,301,3,0
BIZ,2008,0,0,0,0,4,10,302,5,0
BIZ,2012,0,0,0,0,3,11,302,3,0
BIZ,2016,0,0,0,0,3,12,306,5,0
BIZ,2020,0,0,0,0,4,13,339,34,0
BIZ,2024,0,0,0,0,1,14,329,6,0
BLR,1996,1,6,8,15,251,1,271,16,1
BLR,2000,3,3,11,17,226,2,300,33,0
BLR,2004,2,5,6,13,190,3,301,3,0
BLR,2008,4,5,9,18,226,4,302,5,0
BLR,2012,2,5,5,12,174,5,302,3,0
BLR,2016,1,4,4,9,139,6,306,5,0
BLR,2020,1,3,3,7,134,7,339,34,0
BOH,1900,0,1,2,3,9,1,97,65,1
BOH,1906,0,0,2,2,28,2,76,27,0
BOH,1908,0,0,2,2,37,3,110,44,0
BOH,1912,0,0,0,0,74,4,102,26,0
BOL,1936,0,0,0,0,2,1,129,14,0
BOL,1964,0,0,0,0,1,2,163,13,0
BOL,1968,0,0,0,0,4,3,172,13,0
BOL,1972,0,0,0,0,14,4,195,23,0
BOL,1976,0,0,0,0,5,5,198,13,0
BOL,1984,0,0,0,0,13,6,221,18,0
BOL,1988,0,0,0,0,12,7,237,17,0
BOL,1992,0,0,0,0,21,8,257,20,0
BOL,1996,0,0,0,0,9,9,271,16,0
BOL,2000,0,0,0,0,5,10,300,33,0
BOL,2004,0,0,0,0,11,11,301,3,0
BOL,2008,0,0,0,0,7,12,302,5,0
BOL,2012,0,0,0,0,5,13,302,3,0
BOL,2016,0,0,0,0,12,14,306,5,0
BOL,2020,0,0,0,0,5,15,339,34,0
BOL,2024,0,0,0,0,4,16,329,6,0
BOT,1980,0,0,0,0,8,1,203,5,0
BOT,1984,0,0,0,0,8,2,221,18,0
BOT,1988,0,0,0,0,11,3,237,17,0
BOT,1992,0,0,0,0,6,4,257,20,0
BOT,1996,0,0,0,0,7,5,271,16,0
BOT,2000,0,0,0,0,9,6,300,33,0
BOT,2004,0,0,0,0,12,7,301,3,0
BOT,2008,0,0,0,0,11,8,302,5,0
BOT,2012,0,1,0,1,4,9,302,3,1
BOT,2016,0,0,0,0,14,10,306,5,0
BOT,2020,0,0,1,1,11,11,339,34,0
BOT,2024,1,1,0,2,14,12,329,6,0
BRA,1900,0,0,0,0,3,1,97,65,0
BRA,1920,1,1,1,3,34,2,156,58,1
BRA,1924,0,0,0,0,18,3,126,12,0
BRA,1932,0,0,0,0,67,4,117,9,0
BRA,1936,0,0,0,0,94,5,129,14,0
BRA,1948,0,0,1,1,96,6,136,9,0
BRA,1952,1,0,2,3,119,7,149,13,0
BRA,1956,1,0,0,1,63,8,151,2,0
BRA,1960,0,0,2,2,75,9,150,4,0
BRA,1964,0,0,1,1,54,10,163,13,0
BRA,1968,0,1,2,3,88,11,172,13,0
BRA,1972,0,0,2,2,104,12,195,23,0
BRA,1976,0,0,2,2,88,13,198,13,0
BRA,1980,2,0,2,4,144,14,203,5,0
BRA,1984,1,5,2,8,169,15,221,18,0
BRA,1988,1,2,3,6,216,16,237,17,0
BRA,1992,2,1,0,3,222,17,257,20,0
BRA,1996,3,3,9,15,203,18,271,16,0
BRA,2000,0,6,6,12,200,19,300,33,0
BRA,2004,5,2,3,10,288,20,301,3,0
BRA,2008,3,4,9,16,276,21,302,5,0
BRA,2012,3,5,9,17,264,22,302,3,0
BRA,2016,7,6,6,19,552,23,306,5,0
BRA,2020,7,6,8,21,382,24,339,34,0
BRA,2024,3,7,10,20,354,25,329,6,0
BRN,1984,0,0,0,0,14,1,221,18,0
BRN,1988,0,0,0,0,16,2,237,17,0
BRN,1992,0,0,0,0,15,3,257,20,0
BRN,1996,0,0,0,0,5,4,271,16,0
BRN,2000,0,0,0,0,4,5,300,33,0
BRN,2004,0,0,0,0,10,6,301,3,0
BRN,2008,0,0,0,0,15,7,302,5,0
BRN,2012,0,0,1,1,14,8,302,3,1
BRN,2016,1,1,0,2,33,9,306,5,0
BRN,2020,0,1,0,1,33,10,339,34,0
BRN,2024,2,1,1,4,15,11,329,6,0
BRU,1996,0,0,0,0,1,1,271,16,0
BRU,2000,0,0,0,0,2,2,300,33,0
BRU,2004,0,0,0,0,1,3,301,3,0
BRU,2012,0,0,0,0,3,4,302,3,0
BRU,2016,0,0,0,0,3,5,306,5,0
BRU,2020,0,0,0,0,2,6,339,34,0
BRU,2024,0,0,0,0,3,7,329,6,0
BUL,1924,0,0,0,0,31,1,126,12,0
BUL,1928,0,0,0,0,10,2,109,2,0
BUL,1932,0,0,0,0,2,3,117,9,0
BUL,1936,0,0,0,0,85,4,129,14,0
BUL,1952,0,0,1,1,179,5,149,13,1
BUL,1956,1,3,1,5,69,6,151,2,0
BUL,1960,1,3,3,7,183,7,150,4,0
BUL,1964,3,5,2,10,116,8,163,13,0
BUL,1968,2,4,3,9,172,9,172,13,0
BUL,1972,6,10,5,21,225,10,195,23,0
BUL,1976,6,9,7,22,237,11,198,13,0
BUL,1980,8,16,17,41,348,12,203,5,0
BUL,1988,10,12,13,35,275,13,237,17,0
BUL,1992,3,7,6,16,235,14,257,20,0
BUL,1996,3,7,5,15,175,15,271,16,0
BUL,2000,5,6,2,13,150,16,300,33,0
BUL,2004,2,1,9,12,114,17,301,3,0
BUL,2008,1,1,3,5,87,18,302,5,0
BUL,2012,0,1,1,2,75,19,302,3,0
BUL,2016,0,1,2,3,54,20,306,5,0
BUL,2020,3,1,2,6,52,21,339,34,0
BUL,2024,3,1,3,7,61,22,329,6,0
BUR,1972,0,0,0,0,1,1,195,23,0
BUR,1988,0,0,0,0,9,2,237,17,0
BUR,1992,0,0,0,0,4,3,257,20,0
BUR,1996,0,0,0,0,5,4,271,16,0
BUR,2000,0,0,0,0,4,5,300,33,0
BUR,2004,0,0,0,0,5,6,301,3,0
BUR,2008,0,0,0,0,6,7,302,5,0
BUR,2012,0,0,0,0,5,8,302,3,0
BUR,2016,0,0,0,0,5,9,306,5,0
BUR,2020,0,0,1,1,8,10,339,34,1
BUR,2024,0,0,0,0,8,11,329,6,0
CAF,1968,0,0,0,0,1,1,172,13,0
CAF,1984,0,0,0,0,3,2,221,18,0
CAF,1988,0,0,0,0,15,3,237,17,0
CAF,1992,0,0,0,0,21,4,257,20,0
CAF,1996,0,0,0,0,5,5,271,16,0
CAF,2000,0,0,0,0,3,6,300,33,0
CAF,2004,0,0,0,0,4,7,301,3,0
CAF,2008,0,0,0,0,3,8,302,5,0
CAF,2012,0,0,0,0,6,9,302,3,0
CAF,2016,0,0,0,0,6,10,306,5,0
CAF,2020,0,0,0,0,2,11,339,34,0
CAF,2024,0,0,0,0,4,12,329,6,0
CAM,1956,0,0,0,0,2,1,151,2,0
CAM,1964,0,0,0,0,15,2,163,13,0
CAM,1972,0,0,0,0,17,3,195,23,0
CAM,1996,0,0,0,0,5,4,271,16,0
CAM,2000,0,0,0,0,4,5,300,33,0
CAM,2004,0,0,0,0,4,6,301,3,0
CAM,2008,0,0,0,0,4,7,302,5,0
CAM,2012,0,0,0,0,6,8,302,3,0
CAM,2016,0,0,0,0,6,9,306,5,0
CAM,2020,0,0,0,0,3,10,339,34,0
CAM,2024,0,0,0,0,3,11,329,6,0
CAN,1900,1,0,1,2,7,1,97,65,1
CAN,1904,4,1,1,6,19,2,95,36,0
CAN,1906,1,1,0,2,4,3,76,27,0
CAN,1908,3,3,10,16,112,4,110,44,0
CAN,1912,3,2,3,8,60,5,102,26,0
CAN,1920,3,3,3,9,78,6,156,58,0
CAN,1924,0,3,1,4,67,7,126,12,0
CAN,1928,4,4,7,15,95,8,109,2,0
CAN,1932,2,5,9,16,168,9,117,9,0
CAN,1936,1,3,5,9,154,10,129,14,0
CAN,1948,0,2,2,4,185,11,136,9,0
CAN,1952,1,2,0,3,153,12,149,13,0
CAN,1956,2,1,3,6,137,13,151,2,0
CAN,1960,0,1,0,1,132,14,150,4,0
CAN,1964,1,2,1,4,193,15,163,13,0
CAN,1968,1,3,1,5,286,16,172,13,0
CAN,1972,0,2,3,5,338,17,195,23,0
CAN,1976,0,5,6,11,519,18,198,13,0
CAN,1984,10,18,16,44,529,19,221,18,0
CAN,1988,3,2,5,10,490,20,237,17,0
CAN,1992,7,4,7,18,419,21,257,20,0
CAN,1996,3,11,8,22,380,22,271,16,0
CAN,2000,3,3,8,14,405,23,300,33,0
CAN,2004,3,6,3,12,386,24,301,3,0
CAN,2008,3,9,7,19,433,25,302,5,0
CAN,2012,1,5,12,18,317,26,302,3,0
CAN,2016,4,3,15,22,358,27,306,5,0
CAN,2020,7,6,11,24,448,28,339,34,0
CAN,2024,9,7,11,27,508,29,329,6,0
CAY,1976,0,0,0,0,2,1,198,13,0
CAY,1984,0,0,0,0,14,2,221,18,0
CAY,1988,0,0,0,0,12,3,237,17,0
CAY,1992,0,0,0,0,13,4,257,20,0
CAY,1996,0,0,0,0,9,5,271,16,0
CAY,2000,0,0,0,0,4,6,300,33,0
CAY,2004,0,0,0,0,8,7,301,3,0
CAY,2008,0,0,0,0,6,8,302,5,0
CAY,2012,0,0,0,0,7,9,302,3,0
CAY,2016,0,0,0,0,5,10,306,5,0
CAY,2020,0,0,0,0,9,11,339,34,0
CAY,2024,0,0,0,0,5,12,329,6,0
CGO,1964,0,0,0,0,2,1,163,13,0
CGO,1972,0,0,0,0,8,2,195,23,0
CGO,1980,0,0,0,0,25,3,203,5,0
CGO,1984,0,0,0,0,13,4,221,18,0
CGO,1988,0,0,0,0,10,5,237,17,0
CGO,1992,0,0,0,0,10,6,257,20,0
CGO,1996,0,0,0,0,5,7,271,16,0
CGO,2000,0,0,0,0,5,8,300,33,0
CGO,2004,0,0,0,0,5,9,301,3,0
CGO,2008,0,0,0,0,5,10,302,5,0
CGO,2012,0,0,0,0,7,11,302,3,0
CGO,2016,0,0,0,0,10,12,306,5,0
CGO,2020,0,0,0,0,3,13,339,34,0
CGO,2024,0,0,0,0,4,14,329,6,0
CHA,1964,0,0,0,0,2,1,163,13,0
CHA,1968,0,0,0,0,4,2,172,13,0
CHA,1972,0,0,0,0,5,3,195,23,0
CHA,1984,0,0,0,0,3,4,221,18,0
CHA,1988,0,0,0,0,6,5,237,17,0
CHA,1992,0,0,0,0,7,6,257,20,0
